,avg_dist,avg_rating_by_driver,avg_rating_of_driver,avg_surge,phone,surge_pct,trips_in_first_30_days,luxury_car_user,weekday_pct,dayssince,Winterfell,Astapor
16513,10.18,5.0,3.5,1.0,False,0.0,0,True,100.0,166,0,1
32920,1.61,4.8,4.0,1.0,False,0.0,2,False,0.0,165,0,0
46587,0.82,5.0,4.0,1.0,False,0.0,0,False,100.0,158,0,1
39319,19.65,5.0,4.601559291274656,1.0,True,0.0,0,False,100.0,176,1,0
227,17.87,5.0,5.0,1.0,False,0.0,0,True,100.0,176,1,0
38495,1.64,5.0,5.0,1.0,False,0.0,2,False,0.0,171,0,0
21745,9.51,5.0,5.0,1.0,True,0.0,3,False,100.0,162,1,0
29524,1.21,5.0,5.0,1.0,False,0.0,1,True,0.0,165,1,0
25645,4.97,5.0,4.7,1.08,True,33.3,0,False,100.0,169,0,0
38488,3.36,4.9,4.8,1.2,False,18.5,1,False,51.9,166,0,0
27682,1.68,5.0,4.601559291274656,1.0,False,0.0,0,False,0.0,164,1,0
2789,6.14,5.0,4.0,1.0,True,0.0,1,False,0.0,171,1,0
12728,2.18,5.0,3.0,1.0,True,0.0,2,False,0.0,177,1,0
44809,2.53,4.77815819594771,4.601559291274656,1.0,False,0.0,0,True,100.0,165,0,0
46025,3.79,4.7,4.4,1.04,False,6.1,6,False,59.2,151,1,0
4582,3.13,5.0,4.601559291274656,1.0,False,0.0,1,False,100.0,160,1,0
34706,3.56,5.0,5.0,1.0,False,0.0,0,False,100.0,180,0,0
41784,5.24,5.0,5.0,1.0,False,0.0,1,False,100.0,181,0,1
48537,20.47,5.0,5.0,1.0,False,0.0,3,False,100.0,168,0,1
22181,3.73,5.0,5.0,1.0,True,0.0,1,False,100.0,153,1,0
30664,2.33,4.6,4.4,1.0,False,0.0,3,True,58.8,179,0,1
21793,22.16,5.0,4.601559291274656,1.0,False,0.0,1,True,100.0,153,1,0
44203,8.08,5.0,4.601559291274656,1.0,False,0.0,1,False,100.0,156,0,1
13780,6.2,4.3,4.6,1.12,False,20.0,2,True,33.3,181,0,1
39870,5.12,4.6,5.0,1.05,False,20.0,0,True,60.0,169,0,1
9096,1.57,5.0,5.0,1.0,True,0.0,1,True,100.0,158,0,0
46924,4.02,4.6,4.5,1.04,True,6.1,7,False,63.6,152,1,0
29229,3.16,5.0,4.0,1.0,False,0.0,0,True,100.0,158,0,0
20761,1.57,5.0,5.0,1.0,True,0.0,1,False,0.0,157,1,0
12783,3.59,5.0,5.0,1.17,False,16.7,2,False,33.3,158,0,0
46513,2.53,5.0,4.0,1.0,False,0.0,1,True,100.0,158,0,1
34411,3.19,5.0,5.0,1.0,False,0.0,0,False,100.0,171,0,0
5932,13.63,5.0,4.601559291274656,1.0,True,0.0,1,True,0.0,156,1,0
12841,3.78,4.7,4.9,1.0,False,0.0,2,True,95.5,160,0,0
10953,4.26,4.0,4.0,1.0,False,0.0,1,True,100.0,179,0,1
7972,2.54,5.0,5.0,1.11,False,11.1,2,True,33.3,161,1,0
46402,9.3,5.0,5.0,1.0,False,0.0,4,True,88.9,161,0,0
18061,1.32,4.8,4.3,1.03,False,12.5,4,False,25.0,174,0,1
18289,4.86,5.0,5.0,1.06,False,4.2,6,True,87.5,152,0,0
20859,9.99,4.6,5.0,1.0,False,0.0,1,True,40.0,158,1,0
46499,12.0,4.6,5.0,1.0,False,0.0,0,False,80.0,167,0,0
40594,5.17,5.0,4.9,1.38,False,40.0,5,False,50.0,171,0,0
9599,3.28,5.0,5.0,1.0,False,0.0,0,False,0.0,171,0,0
46333,4.42,5.0,5.0,1.13,True,50.0,2,False,50.0,161,1,0
1263,4.29,4.7,5.0,1.0,False,0.0,1,False,0.0,164,0,1
13895,9.91,4.5,5.0,1.0,False,0.0,0,True,100.0,165,1,0
48658,5.04,4.9,5.0,1.0,False,0.0,5,False,36.4,151,1,0
30192,3.81,4.3,4.4,1.08,False,15.4,5,False,46.2,152,0,1
19564,4.71,4.8,5.0,1.0,False,0.0,1,False,100.0,179,1,0
11953,3.64,4.7,5.0,1.0,False,0.0,1,False,83.3,158,1,0
24519,0.96,5.0,5.0,1.0,False,0.0,1,True,100.0,173,0,1
10347,45.5,5.0,4.601559291274656,1.0,True,0.0,0,False,100.0,161,1,0
6617,7.7,5.0,5.0,1.0,False,0.0,0,False,0.0,157,0,0
18128,3.05,4.8,4.8,1.17,True,33.3,3,False,33.3,170,1,0
19910,8.57,4.5,4.0,1.63,False,50.0,1,True,50.0,178,0,1
3271,2.52,5.0,4.8,1.0,False,0.0,2,False,50.0,171,1,0
23581,13.43,4.9,4.6,1.0,False,0.0,6,True,100.0,161,0,0
31170,11.16,5.0,5.0,1.0,False,0.0,2,False,75.0,151,0,0
15853,3.7,4.0,5.0,1.0,True,0.0,0,False,0.0,155,0,1
1432,3.15,4.6,4.9,1.05,False,8.9,2,True,51.1,178,1,0
40991,3.82,5.0,5.0,1.0,True,0.0,0,False,0.0,156,0,1
19108,4.45,5.0,5.0,1.0,True,0.0,0,False,100.0,167,1,0
38561,0.56,5.0,4.0,1.0,False,0.0,1,False,0.0,152,1,0
37912,26.28,5.0,4.601559291274656,1.0,True,0.0,1,True,0.0,172,0,1
42939,3.27,5.0,4.5,1.3,False,20.0,5,False,40.0,170,1,0
45075,1.69,4.0,4.0,1.0,False,0.0,0,True,100.0,173,0,1
47705,9.04,5.0,5.0,1.0,False,0.0,0,False,100.0,181,1,0
27745,3.94,4.5,4.3,1.0,False,0.0,8,False,62.2,164,1,0
21879,7.81,5.0,5.0,1.25,True,33.3,0,True,0.0,163,0,1
18458,2.04,5.0,3.0,1.0,False,0.0,1,True,0.0,151,0,1
40818,9.65,4.0,3.3,1.0,False,0.0,0,False,50.0,174,1,0
13681,25.62,5.0,3.0,1.0,False,0.0,1,False,100.0,167,0,1
16418,2.17,4.9,5.0,1.0,False,0.0,0,True,80.0,153,0,0
1643,0.52,4.5,3.7,1.17,False,16.7,0,False,83.3,173,1,0
31139,2.75,5.0,5.0,1.0,False,0.0,2,True,50.0,172,1,0
41896,2.92,5.0,5.0,1.03,False,12.5,2,False,50.0,176,1,0
2431,27.39,5.0,5.0,1.0,True,0.0,2,False,50.0,153,1,0
30523,9.49,5.0,4.601559291274656,1.0,False,0.0,0,True,100.0,158,0,1
47312,1.55,4.2,4.6,1.0,False,0.0,0,False,60.0,172,1,0
20415,6.0,4.8,5.0,1.0,False,0.0,2,False,75.0,166,1,0
30125,12.34,4.8,5.0,1.0,True,0.0,0,True,100.0,176,1,0
44842,4.42,4.8,4.9,1.16,True,9.1,0,False,54.5,173,1,0
29306,7.53,5.0,5.0,1.0,False,0.0,2,False,100.0,162,0,1
48327,3.88,5.0,4.2,1.0,False,0.0,10,True,54.5,176,1,0
48982,8.36,5.0,5.0,1.0,False,0.0,9,False,44.4,163,0,1
42387,1.72,4.6,4.4,1.11,False,12.0,4,False,86.7,179,0,1
24712,19.08,5.0,4.601559291274656,1.0,True,0.0,1,True,0.0,158,1,0
31853,7.84,4.0,5.0,1.0,True,0.0,2,False,100.0,159,1,0
1807,16.39,4.7,4.5,1.0,False,0.0,0,True,66.7,164,0,0
32962,4.91,4.3,5.0,1.0,False,0.0,1,False,66.7,172,0,1
30943,16.7,4.8,4.4,1.0,False,0.0,5,True,87.5,176,0,0
7468,8.75,5.0,4.8,1.0,False,0.0,4,True,62.5,175,1,0
27066,1.97,5.0,4.1,1.01,True,5.0,3,True,80.0,166,0,1
5888,3.9,4.6,4.7,1.15,False,11.1,2,True,66.7,173,0,1
21104,3.63,5.0,4.601559291274656,1.0,False,0.0,0,True,0.0,175,0,0
24029,2.48,5.0,4.601559291274656,1.0,False,0.0,0,True,0.0,164,0,1
20363,1.8,4.9,5.0,1.12,False,21.1,1,True,57.9,181,0,0
46062,6.9,3.5,5.0,1.0,False,0.0,0,True,50.0,174,1,0
5083,5.32,1.0,4.601559291274656,1.0,False,0.0,0,False,0.0,180,0,0
41024,4.69,5.0,5.0,1.0,True,0.0,2,False,40.0,158,1,0
35134,7.05,5.0,3.3,1.0,True,0.0,0,False,100.0,178,1,0
24031,7.36,4.2,4.4,1.0,False,0.0,2,False,50.0,175,1,0
22058,14.43,4.7,4.0,1.0,False,0.0,0,True,100.0,154,0,0
32399,3.73,5.0,4.0,1.0,False,0.0,4,True,50.0,158,1,0
23759,4.03,5.0,4.8,1.07,False,14.3,6,False,71.4,162,0,1
23542,1.96,5.0,5.0,1.14,False,11.1,1,True,44.4,164,0,0
36513,11.11,5.0,4.601559291274656,1.0,False,0.0,1,False,100.0,154,0,0
46853,11.48,5.0,4.601559291274656,3.25,True,100.0,1,False,100.0,181,1,0
1874,2.76,4.9,4.9,1.0,False,0.0,5,False,48.4,164,0,0
28099,4.8,5.0,4.601559291274656,1.0,False,0.0,0,False,100.0,177,0,1
41365,1.94,5.0,5.0,1.0,True,0.0,1,True,0.0,157,0,1
6381,4.93,4.6,5.0,1.05,True,11.6,14,False,65.2,162,1,0
29887,14.98,5.0,4.601559291274656,1.0,False,0.0,0,True,100.0,168,0,1
31001,1.65,5.0,5.0,1.0,False,0.0,0,True,0.0,160,0,1
39472,2.81,5.0,4.5,1.0,False,0.0,0,True,100.0,164,1,0
35782,2.31,5.0,4.601559291274656,1.0,False,0.0,0,True,100.0,168,0,1
48852,4.19,5.0,5.0,1.0,False,0.0,0,True,0.0,151,1,0
4219,1.23,4.8,4.8,1.0,False,0.0,11,True,41.7,155,1,0
45872,1.85,4.5,4.5,1.0,False,0.0,8,True,66.7,158,1,0
29952,5.14,5.0,4.601559291274656,1.0,False,0.0,0,False,0.0,164,0,1
8615,4.66,4.9,4.9,1.03,False,11.1,2,True,44.4,158,0,1
3740,2.71,4.7,5.0,1.12,True,11.8,2,True,76.5,166,0,1
30868,3.11,4.8,4.7,1.13,False,23.1,2,True,50.0,157,0,1
25067,2.58,5.0,5.0,1.0,False,0.0,1,False,0.0,156,0,1
4931,12.51,5.0,4.5,1.25,False,25.0,2,False,25.0,163,0,0
11995,3.07,5.0,5.0,1.0,False,0.0,1,True,50.0,175,1,0
5845,5.9,4.9,4.8,1.04,False,14.3,2,True,42.9,181,1,0
31848,2.23,5.0,4.601559291274656,1.0,True,0.0,0,False,0.0,171,1,0
38185,11.0,5.0,4.0,1.0,False,0.0,0,False,100.0,167,1,0
32835,6.9,4.5,5.0,1.0,False,0.0,1,True,100.0,175,1,0
47105,3.27,4.6,4.6,1.13,False,17.0,8,False,27.7,178,1,0
43967,3.68,4.0,5.0,1.0,False,0.0,2,True,50.0,151,1,0
25627,2.77,4.9,4.7,1.08,False,11.3,15,True,64.2,157,1,0
11569,4.85,4.0,5.0,1.38,False,50.0,0,False,100.0,167,0,1
34914,2.67,4.0,5.0,1.0,True,0.0,1,False,66.7,177,0,1
4594,0.98,4.0,4.601559291274656,1.0,True,0.0,0,False,0.0,172,1,0
16100,2.55,4.6,4.1,1.13,False,12.2,10,True,59.2,168,0,1
15045,6.15,5.0,4.601559291274656,1.0,True,0.0,0,True,0.0,175,0,1
36818,3.69,4.6,5.0,1.0,False,0.0,2,True,75.0,171,0,0
43883,1.94,4.0,5.0,1.0,True,0.0,1,True,0.0,170,0,1
2774,4.99,4.6,4.2,1.04,False,5.3,7,False,78.9,171,0,0
32525,1.9,5.0,4.601559291274656,1.0,True,0.0,1,True,0.0,157,0,0
38775,2.32,4.7,4.9,1.03,False,4.8,20,True,72.8,178,0,1
42363,6.81,4.6,3.0,1.0,False,0.0,1,False,80.0,165,1,0
17784,2.53,4.6,3.3,1.52,True,27.3,2,False,45.5,171,0,1
45981,2.7,4.7,5.0,1.0,True,0.0,6,False,80.0,175,1,0
35970,2.19,4.6,4.7,1.0,True,0.0,4,True,55.6,174,1,0
28714,5.5,5.0,4.601559291274656,1.25,True,33.3,1,True,0.0,164,0,1
32352,7.82,5.0,5.0,1.0,False,0.0,0,False,100.0,171,1,0
18872,5.88,3.5,4.5,1.0,False,0.0,2,False,50.0,155,1,0
519,2.7,5.0,4.601559291274656,1.0,False,0.0,1,False,100.0,174,1,0
32147,6.72,5.0,4.601559291274656,1.25,False,100.0,0,False,0.0,162,1,0
7710,1.89,5.0,4.5,1.02,False,9.1,11,False,100.0,169,1,0
10826,1.84,5.0,5.0,1.0,True,0.0,0,False,100.0,171,0,1
35691,10.22,5.0,5.0,1.0,False,0.0,1,False,100.0,154,0,1
33020,5.19,4.8,5.0,1.0,True,0.0,2,True,60.0,165,0,1
42536,4.42,5.0,5.0,1.0,True,0.0,2,False,100.0,156,0,0
2001,7.82,5.0,5.0,1.17,False,33.3,0,False,0.0,158,0,0
20384,14.12,5.0,4.601559291274656,1.0,False,0.0,0,False,100.0,151,0,0
42433,4.45,3.0,4.601559291274656,1.0,False,0.0,0,True,0.0,167,1,0
42286,10.52,5.0,5.0,1.25,False,50.0,1,False,50.0,165,0,0
35873,3.56,4.7,4.7,1.07,False,8.2,4,True,65.9,160,0,0
6908,2.39,4.8,4.3,1.06,True,8.8,6,False,50.0,156,0,1
18802,6.77,5.0,4.601559291274656,1.58,False,33.3,1,True,0.0,172,1,0
5594,14.98,5.0,5.0,1.0,False,0.0,2,False,100.0,162,0,1
48939,2.55,5.0,3.0,1.0,True,0.0,1,False,50.0,181,1,0
24730,11.08,5.0,4.601559291274656,1.0,True,0.0,1,False,0.0,177,1,0
667,5.56,5.0,4.6,1.0,False,0.0,5,True,100.0,180,1,0
18887,2.27,5.0,4.601559291274656,1.0,True,0.0,0,False,100.0,158,1,0
22705,9.52,5.0,4.601559291274656,1.0,False,0.0,1,False,0.0,157,1,0
15622,1.87,2.5,5.0,1.0,False,0.0,2,False,100.0,171,0,1
12880,2.83,4.8,4.9,1.0,False,0.0,3,True,63.6,170,0,0
27194,12.53,5.0,4.2,1.0,False,0.0,4,True,100.0,160,0,0
15193,2.86,4.9,4.5,1.13,False,11.8,14,True,100.0,152,0,0
22325,0.46,5.0,5.0,1.0,False,0.0,0,False,0.0,158,1,0
24053,2.62,4.8,4.6,1.0,False,0.0,4,True,58.3,165,1,0
17872,2.95,4.3,4.8,1.09,False,4.3,3,True,87.0,159,1,0
13258,2.38,5.0,5.0,1.0,False,0.0,0,False,0.0,178,1,0
16094,2.32,4.8,4.5,1.16,False,12.9,3,True,48.4,158,0,1
25123,2.8,5.0,5.0,1.0,False,0.0,0,False,100.0,155,0,1
34598,3.35,5.0,4.601559291274656,1.0,True,0.0,0,False,0.0,153,1,0
3936,3.17,4.6,5.0,1.09,False,12.5,0,False,62.5,157,0,0
35505,2.39,4.8,4.9,1.18,False,26.3,13,False,26.3,151,0,0
24213,0.53,2.0,4.0,1.0,True,0.0,0,False,0.0,155,1,0
30042,1.79,4.7,4.5,1.0,False,0.0,0,True,42.1,166,0,0
35387,14.93,5.0,4.601559291274656,1.0,False,0.0,0,False,100.0,174,1,0
8052,1.02,5.0,5.0,1.0,False,0.0,1,True,100.0,166,0,1
33904,6.51,4.9,4.0,1.12,False,15.2,0,True,51.5,178,0,0
39280,1.18,4.4,4.6,1.0,False,0.0,8,False,92.0,176,1,0
31027,2.22,4.6,4.1,1.35,False,20.0,3,True,60.0,164,0,1
16634,2.13,5.0,4.3,1.0,True,0.0,1,False,25.0,159,1,0
42669,2.3,5.0,4.0,1.75,False,50.0,0,False,0.0,178,1,0
5621,17.09,5.0,4.601559291274656,1.0,False,0.0,1,True,0.0,178,1,0
27881,4.13,4.9,4.9,1.0,False,0.0,1,True,81.3,153,0,1
7602,1.85,4.9,4.9,1.0,False,0.0,5,False,79.6,171,0,1
31846,0.86,5.0,4.601559291274656,1.0,False,0.0,0,False,0.0,164,0,1
20498,5.37,5.0,4.7,1.0,True,0.0,1,True,37.5,157,1,0
18976,3.59,5.0,3.5,1.0,True,0.0,2,False,50.0,179,0,1
34776,5.97,5.0,4.601559291274656,1.0,False,0.0,1,False,0.0,177,1,0
34653,3.5,4.8,4.9,1.03,False,9.7,7,True,64.5,153,0,0
318,1.43,5.0,5.0,1.0,True,0.0,0,False,100.0,152,0,0
739,4.77,5.0,4.601559291274656,1.0,False,0.0,0,False,0.0,154,0,1
35815,6.1,5.0,4.601559291274656,1.0,False,0.0,0,True,100.0,172,0,0
17160,5.23,5.0,5.0,1.0,True,0.0,0,True,100.0,157,1,0
1864,1.37,5.0,4.5,1.25,False,66.7,0,False,100.0,158,1,0
2413,4.27,4.7,4.601559291274656,1.33,True,33.3,1,True,66.7,152,1,0
30336,4.65,4.4,4.5,1.0,False,0.0,2,False,36.4,181,1,0
12585,3.77,4.3,5.0,1.39,False,42.9,4,False,100.0,175,1,0
28275,3.81,4.8,4.8,1.38,False,33.3,3,False,66.7,155,0,1
33546,7.85,4.8,4.7,1.0,True,0.0,2,False,80.0,159,0,1
6809,23.24,5.0,4.601559291274656,1.0,True,0.0,0,True,0.0,164,1,0
8476,4.49,5.0,4.601559291274656,1.0,True,0.0,0,False,100.0,156,0,1
34813,1.14,4.8,5.0,1.0,False,0.0,0,False,50.0,156,1,0
29853,3.28,4.9,4.8,1.03,True,4.2,1,True,89.6,177,0,0
38419,3.99,4.9,4.5,1.24,True,35.3,0,False,35.3,172,0,0
11838,3.64,4.7,5.0,1.0,True,0.0,3,False,71.4,165,0,0
11548,19.24,5.0,5.0,1.0,False,0.0,0,True,100.0,164,1,0
14843,2.84,5.0,4.601559291274656,1.0,False,0.0,1,False,0.0,171,0,0
41948,11.09,5.0,5.0,1.0,False,0.0,1,False,0.0,177,1,0
14524,17.2,5.0,5.0,1.0,True,0.0,2,True,100.0,168,0,1
49425,4.51,5.0,5.0,1.0,True,0.0,1,False,0.0,178,0,1
7559,3.76,5.0,3.0,1.0,True,0.0,1,True,0.0,171,0,1
22077,13.19,5.0,4.5,1.0,False,0.0,0,True,100.0,176,0,1
3031,6.06,4.9,5.0,1.04,True,8.3,5,False,41.7,151,0,1
16654,11.1,5.0,4.601559291274656,1.0,False,0.0,0,False,0.0,180,1,0
5574,4.5,5.0,4.7,1.0,False,0.0,1,False,100.0,151,0,0
3990,1.52,4.4,4.8,1.0,False,0.0,1,True,88.9,174,0,1
28826,2.26,5.0,4.601559291274656,1.0,True,0.0,1,True,100.0,166,1,0
24613,2.64,5.0,5.0,1.0,False,0.0,0,True,100.0,164,0,1
41445,3.6,4.8,4.9,1.05,False,4.4,30,True,94.7,154,1,0
24945,4.12,4.7,4.4,1.0,True,0.0,7,False,60.0,178,1,0
44979,2.28,4.9,3.9,1.23,False,35.7,3,False,70.0,157,0,0
29954,4.17,4.8,3.5,1.05,False,20.0,1,False,80.0,170,1,0
33160,2.69,5.0,4.0,1.0,False,0.0,1,True,100.0,162,0,0
24359,1.85,4.8,5.0,1.0,True,0.0,1,False,50.0,165,1,0
6492,6.09,4.7,5.0,1.0,True,0.0,1,False,0.0,177,1,0
16899,6.33,5.0,5.0,1.0,False,0.0,1,True,33.3,164,1,0
7223,14.0,5.0,4.0,1.0,False,0.0,0,True,0.0,151,0,0
5814,3.44,4.6,4.8,1.08,False,10.0,24,False,90.0,165,0,1
1478,2.84,4.3,3.7,1.18,True,25.0,0,True,78.0,181,0,0
32182,4.52,4.0,5.0,1.0,True,0.0,0,False,100.0,166,0,1
5016,1.34,5.0,4.601559291274656,1.0,False,0.0,0,False,0.0,159,0,1
23973,6.37,5.0,5.0,1.0,True,0.0,0,True,50.0,157,0,0
4892,11.41,5.0,5.0,1.42,True,33.3,0,False,33.3,156,0,1
42780,2.56,4.6,2.5,1.0,False,0.0,1,True,33.3,181,1,0
44180,1.22,4.3,5.0,1.0,False,0.0,1,False,33.3,181,1,0
27002,6.85,4.7,5.0,1.33,True,66.7,2,False,0.0,151,0,1
19160,11.54,5.0,4.5,1.0,False,0.0,2,False,100.0,165,1,0
6737,2.16,4.5,5.0,1.0,False,0.0,2,False,58.3,175,1,0
18281,4.31,5.0,3.6,1.0,False,0.0,2,False,33.3,169,0,1
38879,12.88,5.0,4.601559291274656,1.0,False,0.0,1,True,100.0,153,0,1
43149,3.96,5.0,5.0,1.0,False,0.0,3,False,66.7,158,0,0
40319,7.69,4.9,5.0,1.0,False,0.0,3,False,27.3,164,1,0
35893,3.18,5.0,3.6,1.0,False,0.0,6,False,100.0,165,1,0
41860,5.94,5.0,5.0,1.25,False,50.0,2,False,100.0,175,1,0
21759,5.98,5.0,4.601559291274656,1.0,False,0.0,0,False,0.0,178,1,0
10579,6.37,5.0,4.0,1.25,True,50.0,1,False,100.0,159,0,1
37094,9.65,5.0,5.0,1.0,False,0.0,0,True,50.0,174,1,0
44381,21.65,5.0,4.601559291274656,1.0,False,0.0,0,True,100.0,176,1,0
9299,10.27,4.5,4.5,1.0,False,0.0,0,False,100.0,167,1,0
27899,2.53,5.0,4.7,1.0,False,0.0,4,False,83.3,175,1,0
32211,0.97,5.0,5.0,1.88,True,50.0,0,True,0.0,157,0,1
28337,2.42,4.2,4.3,1.05,False,10.0,3,False,70.0,174,1,0
27041,2.53,5.0,3.3,1.0,False,0.0,3,True,57.1,165,0,1
15127,3.19,4.6,5.0,1.0,True,0.0,12,True,89.8,175,1,0
13898,4.16,4.6,5.0,1.35,False,60.0,2,False,40.0,163,0,0
28658,10.8,5.0,5.0,1.25,False,100.0,1,False,100.0,154,1,0
17208,2.03,5.0,5.0,1.0,False,0.0,0,False,100.0,158,1,0
6122,17.25,1.0,5.0,1.0,True,0.0,0,False,0.0,152,1,0
39222,5.3,4.8,4.2,1.11,False,11.8,7,False,92.2,165,1,0
7660,2.31,5.0,4.0,1.0,False,0.0,1,False,50.0,171,0,1
46122,7.23,4.5,4.5,1.0,False,0.0,4,False,15.0,156,1,0
826,2.83,4.8,5.0,1.06,False,5.9,0,True,23.5,164,1,0
49430,2.52,4.7,5.0,1.05,False,5.4,9,True,64.9,177,1,0
12678,1.57,5.0,4.601559291274656,1.0,True,0.0,1,False,0.0,151,1,0
22961,14.89,5.0,5.0,1.0,True,0.0,0,False,100.0,171,0,0
20103,2.7,4.7,4.9,1.04,False,5.0,5,False,75.0,154,1,0
14079,4.78,5.0,5.0,1.0,False,0.0,1,False,0.0,157,1,0
25084,2.12,4.5,5.0,1.0,True,0.0,0,True,100.0,164,0,1
15929,14.09,5.0,4.601559291274656,1.0,True,0.0,1,True,100.0,161,1,0
8550,1.29,5.0,5.0,1.0,False,0.0,1,False,100.0,181,0,0
37842,2.59,5.0,4.7,1.0,False,0.0,0,False,33.3,169,1,0
27900,36.75,5.0,5.0,1.0,True,0.0,0,False,100.0,176,0,1
31113,1.09,5.0,4.601559291274656,1.0,False,0.0,1,True,100.0,172,0,1
40279,10.11,5.0,5.0,1.0,False,0.0,1,False,50.0,177,1,0
47436,3.25,4.0,4.601559291274656,1.0,True,0.0,1,False,0.0,178,1,0
35368,1.31,5.0,5.0,1.19,False,50.0,0,True,50.0,176,1,0
25306,6.43,5.0,5.0,1.0,False,0.0,3,True,100.0,153,0,0
31065,0.84,5.0,5.0,1.0,True,0.0,0,False,100.0,157,0,1
25918,9.79,5.0,4.601559291274656,1.0,False,0.0,1,False,100.0,158,1,0
5422,14.47,5.0,5.0,1.0,False,0.0,0,False,0.0,178,1,0
45978,1.67,4.9,5.0,1.05,False,8.9,10,True,86.7,174,0,0
6070,5.98,5.0,5.0,1.0,True,0.0,1,False,71.4,162,0,1
28985,10.23,5.0,4.601559291274656,1.0,True,0.0,0,False,100.0,170,0,0
16335,4.03,5.0,4.601559291274656,1.0,True,0.0,1,False,0.0,165,1,0
34077,5.33,5.0,4.8,1.02,False,8.3,1,True,66.7,160,1,0
3409,3.24,4.8,3.3,1.21,False,21.4,4,True,35.7,157,1,0
18381,1.83,4.7,4.7,1.01,False,3.0,9,True,48.5,157,1,0
38059,7.71,5.0,4.5,1.0,True,0.0,0,False,0.0,180,1,0
31370,1.82,4.7,4.3,1.46,True,23.1,5,True,69.2,152,1,0
49684,0.74,5.0,4.601559291274656,1.0,False,0.0,1,True,100.0,156,1,0
16875,17.57,5.0,5.0,1.0,False,0.0,0,True,100.0,151,1,0
10230,13.59,5.0,4.5,1.0,False,0.0,0,True,50.0,154,0,1
29690,1.93,5.0,4.8,1.0,True,0.0,4,True,25.0,170,0,0
23328,24.9,5.0,5.0,1.0,False,0.0,0,False,100.0,164,0,1
38310,7.16,5.0,4.601559291274656,1.0,True,0.0,0,False,100.0,154,1,0
41621,11.49,5.0,5.0,1.0,False,0.0,1,True,66.7,154,0,0
40582,3.05,4.0,5.0,1.08,False,33.3,3,False,66.7,165,1,0
19545,5.52,5.0,4.5,1.0,False,0.0,0,True,100.0,173,0,1
29712,1.1,4.6,4.8,1.0,False,0.0,5,False,40.0,175,1,0
35516,1.43,5.0,4.0,1.0,False,0.0,1,False,100.0,158,0,0
20116,3.38,5.0,4.0,1.0,True,0.0,0,False,0.0,171,1,0
19862,5.22,5.0,5.0,1.0,False,0.0,2,False,50.0,159,1,0
7504,2.43,5.0,5.0,1.0,True,0.0,0,False,0.0,170,0,1
44131,4.06,5.0,4.601559291274656,1.0,False,0.0,1,True,100.0,162,0,1
3057,4.28,5.0,5.0,1.0,True,0.0,0,True,100.0,155,1,0
6352,10.55,4.8,5.0,1.0,False,0.0,1,True,100.0,155,0,1
44183,4.65,5.0,4.0,1.0,True,0.0,2,False,100.0,168,0,1
21378,1.75,5.0,4.601559291274656,1.0,True,0.0,1,False,0.0,164,0,1
7918,10.38,5.0,3.5,1.13,True,50.0,1,False,50.0,152,1,0
45464,5.02,5.0,5.0,1.0,True,0.0,0,False,50.0,154,1,0
6576,3.04,3.2,4.3,1.0,True,0.0,4,False,57.1,181,1,0
38220,5.35,4.9,5.0,1.0,False,0.0,6,True,78.1,181,0,1
35671,2.73,5.0,5.0,1.06,False,25.0,0,False,50.0,157,0,0
11531,2.36,5.0,4.8,1.15,False,20.0,0,False,60.0,177,1,0
39288,3.84,5.0,5.0,1.25,True,100.0,0,False,0.0,156,0,0
20574,5.2,5.0,4.7,1.0,True,0.0,2,False,75.0,154,0,1
41556,1.37,5.0,4.601559291274656,1.0,True,0.0,1,False,100.0,177,1,0
27365,3.61,4.8,4.3,1.08,False,8.3,2,False,83.3,161,0,0
19086,6.52,5.0,5.0,1.25,True,50.0,0,True,0.0,181,0,1
18459,2.98,5.0,5.0,1.0,False,0.0,0,True,0.0,164,0,1
9405,2.02,3.0,5.0,1.0,False,0.0,0,True,100.0,181,1,0
30432,11.24,5.0,5.0,1.0,True,0.0,1,False,100.0,168,0,0
7842,10.41,5.0,5.0,1.0,False,0.0,0,True,100.0,179,1,0
6185,13.55,5.0,4.601559291274656,1.0,False,0.0,1,False,100.0,160,0,1
16530,3.51,5.0,5.0,1.05,False,9.1,8,False,63.6,166,0,0
26009,16.04,5.0,4.601559291274656,1.0,True,0.0,1,False,100.0,164,1,0
44794,8.05,4.7,4.3,1.04,True,5.3,4,True,52.6,158,1,0
25684,2.32,4.7,4.9,1.22,False,29.1,15,False,45.6,159,1,0
24510,4.16,4.7,4.1,1.0,False,0.0,3,True,72.7,157,1,0
7699,8.4,4.1,3.0,1.0,False,0.0,2,False,100.0,173,1,0
33498,5.35,4.4,4.6,1.08,False,3.7,2,True,70.4,175,0,1
35858,1.21,4.0,4.601559291274656,1.0,False,0.0,1,True,100.0,160,1,0
2323,1.92,5.0,4.9,1.0,False,0.0,2,False,50.0,181,0,0
3868,4.29,5.0,5.0,1.0,False,0.0,0,False,100.0,155,1,0
33200,1.89,5.0,5.0,1.0,False,0.0,0,False,100.0,160,0,1
26208,7.71,5.0,5.0,1.25,True,25.0,2,False,50.0,158,1,0
6260,7.59,5.0,4.7,1.0,False,0.0,0,False,100.0,174,0,1
22261,4.07,5.0,5.0,1.0,False,0.0,0,False,100.0,175,0,1
29144,8.83,4.6,4.0,1.03,False,11.1,1,False,22.2,159,1,0
